Gene,Mean_GTEX_Healthy,Median_GTEX_Healthy,Mean_TCGA_Tumor,Median_TCGA_Tumor
FMO2,12.546445,12.79995,9.777333,9.8626
KRT1,6.48636,6.7279,2.717721,2.585
IGHV3-43,3.144083,3.0,6.999217,7.1699
MT1A,7.643706,7.633,4.433499,4.2479
RP11-452N17.1,3.968859,4.15705,7.574178,7.5269
IGHV1-24,4.354045,4.4915,8.012517,8.2046
RP11-106M3.2,7.170144,7.27195,4.542957,4.6011
PTPRH,2.90896,3.0,8.247321,8.6439
MUSK,5.558842,5.6439,2.791257,2.8074
DEFA1,9.068908,9.31015,1.798051,1.585
ADIRF-AS1,9.75989,9.94385,7.286997,7.2501
HOXC13,0.190718,0.0,3.786618,3.4594
LINC01127,6.46185,6.6439,3.022937,3.0
IGHGP,4.637183,4.6282,11.17002,11.3305
ONECUT1,0.339173,0.0,3.63032,3.7004
RMI2,5.464127,5.5546,9.189247,9.2119
RP5-940J5.9,0.981946,0.0,7.274059,8.4278
SOSTDC1,8.500088,8.7021,4.637033,4.3923
OGN,9.203367,9.314,6.698487,6.858
MYH7,7.002674,7.1851,1.338103,1.0
ANKRD1,9.551482,9.6475,5.360651,5.3576
PRG4,10.623853,10.6047,7.169687,7.083
S100A12,8.987523,8.8857,3.705836,3.585
PLP1,5.606219,5.7414,1.97168,1.585
MMP8,6.396573,6.47535,3.290984,3.0
FGFR4,11.811491,12.00185,8.471827,8.592504
AKR1B15,0.835456,1.0,4.1373,3.585
RP11-169F17.1,0.875917,0.0,4.955782,4.3923
BPI,5.743333,5.6724,3.040798,3.0
TIMP4,7.137843,7.3663,4.333872,4.3219
RP11-343H5.4,4.592998,3.1643,1.554186,1.0
FGF10,6.340564,6.36335,2.911369,2.8074
IGHV3-21,6.19729,6.29985,9.884577,10.0466
RP11-57A19.2,0.999502,1.0,4.240455,4.2479
SPDEF,4.838724,4.9069,9.925832,10.1573
GNG4,2.349444,2.3219,6.42858,6.0
CDO1,8.447572,8.6017,5.679901,5.6724
LRRC32,12.814123,12.79955,10.273103,10.2784
BPIFA1,3.998902,3.4594,8.914951,8.8041
XDH,3.197528,3.3219,8.803985,8.9366
PRX,11.711827,11.8061,8.630939,8.69
STRA6,3.211349,3.0,8.061332,8.2336
NEK2,4.095878,4.0,8.904056,8.9773
CTHRC1,7.016867,6.97155,11.06011,11.2318
AC079779.4,3.844948,3.8074,0.51202,0.0
RNF112,7.526648,7.60345,4.746944,4.8074
PBK,3.979975,3.7004,8.11768,8.1293
IGKV1-12,2.717928,2.843,6.412169,6.42
LCAT,10.008718,10.1955,7.52109,7.5344
CHRNA5,3.538536,3.59455,7.234599,7.2109
MMP11,5.062107,5.1105,11.116172,11.0324
PGLYRP4,1.331587,1.0,4.779712,4.9069
RP6-159A1.4,8.71958,8.78135,5.502989,5.6147
MSL3P1,3.083097,3.5801,7.74001,8.1016
VIPR1,12.975641,13.2529,8.793449,8.9146
CA4,10.421856,10.5651,4.917043,5.0444
ARSE,4.319692,4.6439,9.014566,9.2831
LOC100421166,4.049366,4.2479,1.085623,1.0
IGFN1,7.453247,7.43875,4.555177,4.7004
PROC,2.770713,2.8074,6.000924,5.8329
SMAD6,11.258729,11.5063,8.719048,8.7482
TMPRSS4,4.825273,4.8327,11.38743,11.7768
P2RX2,6.482833,6.81125,2.801097,2.7485
IZUMO1,6.205135,6.2479,2.189776,2.3219
DLGAP5,4.674583,4.42585,8.969853,9.0553
IGKV1-33,7.105343,7.10875,10.645226,10.8451
F2RL3,10.54046,10.78945,7.51894,7.5546
MYOC,7.032534,7.1798,2.151655,2.0
PLIN4,8.723206,8.8673,5.991879,5.9542
TTK,4.551172,4.4594,8.303477,8.3487
DRAIC,2.548097,2.585,6.013147,5.4263
MPO,7.781201,7.8609,3.988128,3.9069
AOC4P,7.230357,7.3023,3.450946,3.5619
PTX3,9.965969,9.84705,5.906098,5.9542
MYEOV,3.337185,3.3219,7.382671,7.0875
USHBP1,9.291336,9.5068,6.526723,6.4757
FOXA3,2.690427,2.585,7.171721,7.2668
PPP1R14A,10.671766,10.80615,7.832785,7.8517
CNTFR,6.709001,6.82015,3.096661,2.8074
SMIM22,6.367242,6.6724,10.534218,10.6935
CD1A,3.050099,2.9037,6.866432,7.0444
RP4-737E23.6,5.339871,5.3576,1.855289,2.0
LINC00487,4.681895,4.8074,1.854384,1.585
HSPA12B,10.254498,10.42205,7.695239,7.7142
WISP2,11.764206,11.96435,8.291204,8.4429
PITX1,3.052045,3.0,7.939209,8.5275
ARL14,0.518024,0.0,3.710606,3.1699
AKR1B10,2.348922,2.3219,6.751905,5.9971
ITGA10,10.521523,10.58355,6.884519,6.8704
DEFA1B,9.139781,9.4227,1.393241,1.0
TNS4,4.506584,4.2479,8.488131,8.5157
OR2I1P,2.981443,2.9037,6.399804,6.4594
ADRB1,9.246547,9.40725,6.083218,6.0661
RP11-403A3.3,5.582689,5.7004,1.84359,2.0
IGSF10,11.155593,11.3603,7.615199,7.6908
SOX2,4.14648,3.7004,8.100197,8.4879
FABP4,10.102853,10.14465,6.302203,6.2095
DDX3Y,8.615088,11.44785,5.350376,2.3219
DEFA3,7.770246,8.28945,1.018852,0.0
DMRTA2,0.718444,0.0,4.164379,3.7004
SGCG,6.470737,6.6294,3.17493,3.0
GRHL3,2.327156,2.3219,6.344671,6.4429
HTR3A,1.404422,1.0,6.4684,6.4429
TOP2A,7.279574,7.1446,11.925968,12.007
ENTPD8,2.182451,2.3219,6.470313,6.5078
HAPLN2,4.377667,4.5236,1.443546,1.585
DSP,9.744973,9.78705,13.439588,13.6018
SKA1,3.93695,3.9069,7.435743,7.4676
PNLIP,3.570967,3.9069,0.214761,0.0
ATP1A2,9.150575,9.21185,5.668894,5.7814
PAEP,1.170636,1.0,6.927575,6.4263
SLC25A27,9.163487,9.2609,6.608828,6.7279
MRGPRF-AS1,3.656576,3.71095,0.892725,1.0
DEPDC1,3.803346,3.7004,8.399784,8.5076
RPL12P38,0.476785,0.0,4.079485,4.1094
FAM83A,3.297843,3.1699,11.482953,11.7758
LDHAP3,0.472596,0.0,3.905774,4.2311
CENPA,3.831838,3.8074,7.543736,7.7004
CD300E,9.710034,9.7895,6.872658,6.9658
RGS11,9.311965,9.39445,6.646502,6.5555
CELF2-AS1,5.902075,6.0875,3.235613,3.3219
IGHG4,8.449636,8.4765,13.034671,13.1122
HNRNPA1P4,0.572539,0.0,4.299121,4.3889
VIL1,3.969658,4.1901,7.766493,8.1028
ACTA1,7.131566,7.3576,2.33392,2.0
EIF5AP4,1.003648,0.7611,6.186029,6.2286
HOXB13,0.194184,0.0,3.501089,2.3219
GPM6A,8.383682,8.5314,5.349427,5.5236
FGR,12.06553,12.16415,9.504404,9.5469
RP11-353N14.2,1.100484,1.0,5.133514,5.2095
PNMT,6.592671,6.59245,3.873031,3.8074
EPCAM,10.299945,10.6506,14.214777,14.2703
RP3-525N10.2,7.088727,7.25265,2.496363,2.3219
CENPF,6.454593,6.3309,10.725726,10.8431
RETN,7.44395,7.4998,4.878191,4.7004
ADCY4,11.416345,11.55905,8.246725,8.2668
ALAS2,5.668049,5.5546,1.916716,1.585
MNX1-AS1,0.353047,0.0,5.29608,5.7004
UGT1A6,2.466504,1.90745,5.997075,5.1859
CORO6,9.899672,9.9505,5.424005,5.4919
CTB-61M7.2,6.223841,6.2668,3.027685,3.1699
MAMDC2,11.286226,11.47155,7.857111,7.9484
CSF3R,13.17948,13.294,10.501101,10.3026
YWHAZP2,0.664249,0.0,3.757597,3.8197
RP11-2N1.2,4.417979,4.5416,1.610031,1.0
AGAP11,8.131414,8.36585,4.620233,4.8074
ARHGAP6,10.269553,10.42575,7.145757,7.0875
OR51E1,0.534683,0.0,4.106745,4.3923
TPX2,6.604373,6.4591,10.734416,10.8242
SYNPO2L,5.886805,5.8074,3.177309,3.0
BMPR1APS2,1.289384,1.4489,4.437502,4.8938
PEAR1,11.037042,11.1917,7.889388,7.8887
LINC00472,7.473656,7.66675,3.828248,3.8074
RP11-68I3.11,4.906402,4.9069,2.042399,2.0
RSPO1,7.378263,7.5157,3.889075,4.0
CDCA2,4.110183,4.0875,7.601212,7.6221
UPK3A,1.284885,1.0,4.463598,4.2479
UPK3B,9.757989,9.95525,6.756242,6.6294
UBD,5.995425,5.9307,10.668052,10.7649
C10orf105,5.931686,6.0137,3.145099,3.3688
BTNL9,12.705093,12.9181,6.954451,6.8826
GPR17,8.280021,8.37255,3.462947,3.4594
AC053503.12,3.898447,3.9069,0.455309,0.0
CASP12,5.710618,5.7814,2.759712,2.8074
PCDH15,6.716114,6.858,3.081487,3.0
LRRC15,5.466968,5.4263,9.146456,9.2621
KRT13,7.285851,7.65105,4.341923,4.0
CKMT1A,4.337011,4.60165,7.932688,8.4338
AL158801.1,1.83792,1.8797,5.745822,5.8207
COL6A6,10.44658,10.6524,7.276294,7.4757
CDH23,10.052139,10.1245,7.284324,7.3716
ABCA10,8.425255,8.53675,5.076221,5.0934
CLDN18,12.240109,12.401,8.44605,8.8796
SLCO4A1,11.512714,11.79825,8.000976,7.9074
IL22RA2,0.624677,0.0,4.846445,4.8074
SLCO1B3,1.079542,1.0,4.231205,3.4594
IGKV3-7,0.226752,0.0,3.489437,3.3448
ABCC8,8.154404,8.1674,3.52055,3.3219
KDM5D,8.419084,11.35915,5.196426,2.0
ANKRD20A2,5.05809,5.25375,1.623135,1.0
YWHAZP4,1.784994,2.0,5.808038,5.8286
FAM172BP,0.272815,0.0,3.480797,3.4594
MYO7B,8.716509,8.8297,5.154796,4.9542
GFRA3,3.068063,3.1699,7.534315,7.5392
RP11-316M1.12,2.501014,2.6758,6.577581,6.9812
CA3,9.0928,9.13555,5.862344,6.0
GPX2,4.635462,4.585,8.547523,7.8887
LCN6,5.98581,6.0195,1.939218,1.585
CYP27C1,2.686142,2.8074,5.904905,6.0444
GPT2,7.460473,7.4838,11.036803,10.9773
MYH2,5.06734,5.11205,2.040628,2.0
RBBP8NL,2.924752,3.0,7.448561,7.585
FAT3,7.76445,7.93365,4.908299,4.858
MMP7,6.141411,6.375,10.689409,10.6366
TCF21,12.155869,12.2611,7.866632,7.8009
CPNE4,2.558001,2.585,6.155666,6.3923
TRIM31,2.621162,2.585,6.312105,6.0347
DNAJC12,5.031997,5.06595,8.714801,8.8887
ARC,7.923461,7.74815,4.800506,4.7004
HEMGN,4.72837,4.7004,1.221252,1.0
CKS1BP3,0.642431,0.0,4.061959,4.1177
SGPP2,7.478339,7.82005,11.290956,11.5328
VPREB3,1.975719,2.0,5.500081,5.4919
AC133785.1,0.06309,0.0,3.217994,3.1699
LRRC31,2.671601,2.585,6.072629,6.0224
VIP,6.39194,6.4594,2.350021,2.3219
C11orf96,12.429678,12.51155,9.867095,9.8638
ACTC1,6.084549,6.1293,2.45986,2.3219
SBK1,6.190915,6.3576,9.844994,10.0403
VWA3A,8.131078,8.13185,4.594336,4.3923
PRL,3.902084,3.7539,0.907416,0.0
S1PR1,12.150491,12.19195,9.726374,9.7262
